"id","cve","t","valor","m","id2","DesGeo"
"i7",0,"1992","63.1",0,"a","Nacional"
"i7",0,"1997","68.4",0,"a","Nacional"
"i7",0,"2006","70.9",0,"a","Nacional"
"i7",0,"2009","72.3",0,"a","Nacional"
"i7",0,"2014","72.3",0,"a","Nacional"
"i7",1,"1992","57.5",0,"a","Estatal"
"i7",1,"1997","63.5",0,"a","Estatal"
"i7",1,"2006","69.4",0,"a","Estatal"
"i7",1,"2009","71.5",0,"a","Estatal"
"i7",1,"2014","71.7",0,"a","Estatal"
"i7",2,"1992","73.7",0,"a","Estatal"
"i7",2,"1997","74.1",0,"a","Estatal"
"i7",2,"2006","76.7",0,"a","Estatal"
"i7",2,"2009","78.8",0,"a","Estatal"
"i7",2,"2014","77.1",0,"a","Estatal"
"i7",3,"1992","77.2",0,"a","Estatal"
"i7",3,"1997","77.1",0,"a","Estatal"
"i7",3,"2006","82.6",0,"a","Estatal"
"i7",3,"2009","76",0,"a","Estatal"
"i7",3,"2014","75.5",0,"a","Estatal"
"i7",4,"1992","60.8",0,"a","Estatal"
"i7",4,"1997","71.6",0,"a","Estatal"
"i7",4,"2006","75.6",0,"a","Estatal"
"i7",4,"2009","73.7",0,"a","Estatal"
"i7",4,"2014","69.5",0,"a","Estatal"
"i7",5,"1992","73.5",0,"a","Estatal"
"i7",5,"1997","75.3",0,"a","Estatal"
"i7",5,"2006","78.5",0,"a","Estatal"
"i7",5,"2009","75.1",0,"a","Estatal"
"i7",5,"2014","73.9",0,"a","Estatal"
"i7",6,"1992","70.2",0,"a","Estatal"
"i7",6,"1997","73.7",0,"a","Estatal"
"i7",6,"2006","78.9",0,"a","Estatal"
"i7",6,"2009","78",0,"a","Estatal"
"i7",6,"2014","75.7",0,"a","Estatal"
"i7",7,"1992","49.9",0,"a","Estatal"
"i7",7,"1997","53.5",0,"a","Estatal"
"i7",7,"2006","56.6",0,"a","Estatal"
"i7",7,"2009","54.8",0,"a","Estatal"
"i7",7,"2014","58.6",0,"a","Estatal"
"i7",8,"1992","71",0,"a","Estatal"
"i7",8,"1997","74.1",0,"a","Estatal"
"i7",8,"2006","79.6",0,"a","Estatal"
"i7",8,"2009","78.8",0,"a","Estatal"
"i7",8,"2014","77",0,"a","Estatal"
"i7",9,"1992","75.9",0,"a","Estatal"
"i7",9,"1997","78.1",0,"a","Estatal"
"i7",9,"2006","81.4",0,"a","Estatal"
"i7",9,"2009","79.6",0,"a","Estatal"
"i7",9,"2014","75.1",0,"a","Estatal"
"i7",10,"1992","58.6",0,"a","Estatal"
"i7",10,"1997","67.4",0,"a","Estatal"
"i7",10,"2006","73",0,"a","Estatal"
"i7",10,"2009","73",0,"a","Estatal"
"i7",10,"2014","74.4",0,"a","Estatal"
"i7",11,"1992","53.5",0,"a","Estatal"
"i7",11,"1997","54.6",0,"a","Estatal"
"i7",11,"2006","61.5",0,"a","Estatal"
"i7",11,"2009","67.9",0,"a","Estatal"
"i7",11,"2014","68.1",0,"a","Estatal"
"i7",12,"1992","46.9",0,"a","Estatal"
"i7",12,"1997","47.4",0,"a","Estatal"
"i7",12,"2006","54.7",0,"a","Estatal"
"i7",12,"2009","61.2",0,"a","Estatal"
"i7",12,"2014","67.1",0,"a","Estatal"
"i7",13,"1992","60.2",0,"a","Estatal"
"i7",13,"1997","63.2",0,"a","Estatal"
"i7",13,"2006","68.5",0,"a","Estatal"
"i7",13,"2009","70.7",0,"a","Estatal"
"i7",13,"2014","72.4",0,"a","Estatal"
"i7",14,"1992","59.6",0,"a","Estatal"
"i7",14,"1997","66.7",0,"a","Estatal"
"i7",14,"2006","73",0,"a","Estatal"
"i7",14,"2009","71.1",0,"a","Estatal"
"i7",14,"2014","72.5",0,"a","Estatal"
"i7",15,"1992","71.1",0,"a","Estatal"
"i7",15,"1997","75.4",0,"a","Estatal"
"i7",15,"2006","75.9",0,"a","Estatal"
"i7",15,"2009","76.3",0,"a","Estatal"
"i7",15,"2014","77.8",0,"a","Estatal"
"i7",16,"1992","55.8",0,"a","Estatal"
"i7",16,"1997","60.9",0,"a","Estatal"
"i7",16,"2006","60.6",0,"a","Estatal"
"i7",16,"2009","62.6",0,"a","Estatal"
"i7",16,"2014","68.1",0,"a","Estatal"
"i7",17,"1992","66.5",0,"a","Estatal"
"i7",17,"1997","73.8",0,"a","Estatal"
"i7",17,"2006","73.2",0,"a","Estatal"
"i7",17,"2009","75.3",0,"a","Estatal"
"i7",17,"2014","73.5",0,"a","Estatal"
"i7",18,"1992","70.3",0,"a","Estatal"
"i7",18,"1997","74",0,"a","Estatal"
"i7",18,"2006","76.7",0,"a","Estatal"
"i7",18,"2009","78.6",0,"a","Estatal"
"i7",18,"2014","75.1",0,"a","Estatal"
"i7",19,"1992","75.4",0,"a","Estatal"
"i7",19,"1997","73.6",0,"a","Estatal"
"i7",19,"2006","81.9",0,"a","Estatal"
"i7",19,"2009","79.3",0,"a","Estatal"
"i7",19,"2014","73.5",0,"a","Estatal"
"i7",20,"1992","46.3",0,"a","Estatal"
"i7",20,"1997","55.1",0,"a","Estatal"
"i7",20,"2006","55.9",0,"a","Estatal"
"i7",20,"2009","63.1",0,"a","Estatal"
"i7",20,"2014","61.2",0,"a","Estatal"
"i7",21,"1992","49.5",0,"a","Estatal"
"i7",21,"1997","59.4",0,"a","Estatal"
"i7",21,"2006","59.1",0,"a","Estatal"
"i7",21,"2009","69.5",0,"a","Estatal"
"i7",21,"2014","73.6",0,"a","Estatal"
"i7",22,"1992","50.3",0,"a","Estatal"
"i7",22,"1997","61.1",0,"a","Estatal"
"i7",22,"2006","65.9",0,"a","Estatal"
"i7",22,"2009","70.1",0,"a","Estatal"
"i7",22,"2014","72.4",0,"a","Estatal"
"i7",23,"1992","62.6",0,"a","Estatal"
"i7",23,"1997","69.9",0,"a","Estatal"
"i7",23,"2006","75.8",0,"a","Estatal"
"i7",23,"2009","73.7",0,"a","Estatal"
"i7",23,"2014","72.3",0,"a","Estatal"
"i7",24,"1992","51.9",0,"a","Estatal"
"i7",24,"1997","60.6",0,"a","Estatal"
"i7",24,"2006","68.3",0,"a","Estatal"
"i7",24,"2009","67.2",0,"a","Estatal"
"i7",24,"2014","70.9",0,"a","Estatal"
"i7",25,"1992","70.9",0,"a","Estatal"
"i7",25,"1997","77.4",0,"a","Estatal"
"i7",25,"2006","77.5",0,"a","Estatal"
"i7",25,"2009","79.8",0,"a","Estatal"
"i7",25,"2014","78.2",0,"a","Estatal"
"i7",26,"1992","70.4",0,"a","Estatal"
"i7",26,"1997","76",0,"a","Estatal"
"i7",26,"2006","79.5",0,"a","Estatal"
"i7",26,"2009","80.3",0,"a","Estatal"
"i7",26,"2014","77.1",0,"a","Estatal"
"i7",27,"1992","66.9",0,"a","Estatal"
"i7",27,"1997","68.7",0,"a","Estatal"
"i7",27,"2006","73.8",0,"a","Estatal"
"i7",27,"2009","66.3",0,"a","Estatal"
"i7",27,"2014","69.5",0,"a","Estatal"
"i7",28,"1992","66.8",0,"a","Estatal"
"i7",28,"1997","72.4",0,"a","Estatal"
"i7",28,"2006","72.6",0,"a","Estatal"
"i7",28,"2009","73.4",0,"a","Estatal"
"i7",28,"2014","73.8",0,"a","Estatal"
"i7",29,"1992","57.9",0,"a","Estatal"
"i7",29,"1997","72.1",0,"a","Estatal"
"i7",29,"2006","71.8",0,"a","Estatal"
"i7",29,"2009","65.1",0,"a","Estatal"
"i7",29,"2014","74.7",0,"a","Estatal"
"i7",30,"1992","59.9",0,"a","Estatal"
"i7",30,"1997","70.3",0,"a","Estatal"
"i7",30,"2006","70.6",0,"a","Estatal"
"i7",30,"2009","73.9",0,"a","Estatal"
"i7",30,"2014","69.3",0,"a","Estatal"
"i7",31,"1992","56.2",0,"a","Estatal"
"i7",31,"1997","70.5",0,"a","Estatal"
"i7",31,"2006","73.9",0,"a","Estatal"
"i7",31,"2009","74.8",0,"a","Estatal"
"i7",31,"2014","72.3",0,"a","Estatal"
"i7",32,"1992","57.4",0,"a","Estatal"
"i7",32,"1997","68.3",0,"a","Estatal"
"i7",32,"2006","65.4",0,"a","Estatal"
"i7",32,"2009","69.4",0,"a","Estatal"
"i7",32,"2014","69",0,"a","Estatal"
"i9",1,"2008","3.2",0,"a","Estatal"
"i9",2,"2008","1.8",0,"a","Estatal"
"i9",3,"2008","2.1",0,"a","Estatal"
"i9",4,"2008","3.6",0,"a","Estatal"
"i9",5,"2008","2.7",0,"a","Estatal"
"i9",6,"2008","1.9",0,"a","Estatal"
"i9",7,"2008","17.4",0,"a","Estatal"
"i9",8,"2008","2.4",0,"a","Estatal"
"i9",9,"2008","0.3",0,"a","Estatal"
"i9",10,"2008","4",0,"a","Estatal"
"i9",11,"2008","1.7",0,"a","Estatal"
"i9",12,"2008","15.6",0,"a","Estatal"
"i9",13,"2008","5.7",0,"a","Estatal"
"i9",14,"2008","1.4",0,"a","Estatal"
"i9",15,"2008","1.8",0,"a","Estatal"
"i9",16,"2008","5.8",0,"a","Estatal"
"i9",17,"2008","3.4",0,"a","Estatal"
"i9",18,"2008","3.6",0,"a","Estatal"
"i9",19,"2008","0.8",0,"a","Estatal"
"i9",20,"2008","11.4",0,"a","Estatal"
"i9",21,"2008","5.9",0,"a","Estatal"
"i9",22,"2008","1.8",0,"a","Estatal"
"i9",23,"2008","2.6",0,"a","Estatal"
"i9",24,"2008","4.8",0,"a","Estatal"
"i9",25,"2008","2",0,"a","Estatal"
"i9",26,"2008","0.3",0,"a","Estatal"
"i9",27,"2008","6",0,"a","Estatal"
"i9",28,"2008","1.6",0,"a","Estatal"
"i9",29,"2008","4",0,"a","Estatal"
"i9",30,"2008","5.6",0,"a","Estatal"
"i9",31,"2008","1.7",0,"a","Estatal"
"i9",32,"2008","7.4",0,"a","Estatal"
"i9",1,"2010","3.7",0,"a","Estatal"
"i9",2,"2010","2.4",0,"a","Estatal"
"i9",3,"2010","2.3",0,"a","Estatal"
"i9",4,"2010","5.5",0,"a","Estatal"
"i9",5,"2010","2.1",0,"a","Estatal"
"i9",6,"2010","1.6",0,"a","Estatal"
"i9",7,"2010","20.6",0,"a","Estatal"
"i9",8,"2010","4",0,"a","Estatal"
"i9",9,"2010","0.7",0,"a","Estatal"
"i9",10,"2010","4.6",0,"a","Estatal"
"i9",11,"2010","3",0,"a","Estatal"
"i9",12,"2010","13.1",0,"a","Estatal"
"i9",13,"2010","4.6",0,"a","Estatal"
"i9",14,"2010","3.2",0,"a","Estatal"
"i9",15,"2010","2",0,"a","Estatal"
"i9",16,"2010","4.5",0,"a","Estatal"
"i9",17,"2010","2.4",0,"a","Estatal"
"i9",18,"2010","5",0,"a","Estatal"
"i9",19,"2010","0.1",0,"a","Estatal"
"i9",20,"2010","14.2",0,"a","Estatal"
"i9",21,"2010","5.1",0,"a","Estatal"
"i9",22,"2010","3.8",0,"a","Estatal"
"i9",23,"2010","2.5",0,"a","Estatal"
"i9",24,"2010","7.6",0,"a","Estatal"
"i9",25,"2010","3.3",0,"a","Estatal"
"i9",26,"2010","2.3",0,"a","Estatal"
"i9",27,"2010","2.6",0,"a","Estatal"
"i9",28,"2010","1.3",0,"a","Estatal"
"i9",29,"2010","4.1",0,"a","Estatal"
"i9",30,"2010","8",0,"a","Estatal"
"i9",31,"2010","2.2",0,"a","Estatal"
"i9",32,"2010","9.1",0,"a","Estatal"
"i9",1,"2012","3.1",0,"a","Estatal"
"i9",2,"2012","1.8",0,"a","Estatal"
"i9",3,"2012","2.9",0,"a","Estatal"
"i9",4,"2012","4.2",0,"a","Estatal"
"i9",5,"2012","1.4",0,"a","Estatal"
"i9",6,"2012","2.4",0,"a","Estatal"
"i9",7,"2012","13.6",0,"a","Estatal"
"i9",8,"2012","3.1",0,"a","Estatal"
"i9",9,"2012","0.7",0,"a","Estatal"
"i9",10,"2012","6",0,"a","Estatal"
"i9",11,"2012","2.6",0,"a","Estatal"
"i9",12,"2012","12.1",0,"a","Estatal"
"i9",13,"2012","4.9",0,"a","Estatal"
"i9",14,"2012","2.9",0,"a","Estatal"
"i9",15,"2012","1.8",0,"a","Estatal"
"i9",16,"2012","3.5",0,"a","Estatal"
"i9",17,"2012","1.7",0,"a","Estatal"
"i9",18,"2012","8.2",0,"a","Estatal"
"i9",19,"2012","1.5",0,"a","Estatal"
"i9",20,"2012","9.9",0,"a","Estatal"
"i9",21,"2012","6.1",0,"a","Estatal"
"i9",22,"2012","3",0,"a","Estatal"
"i9",23,"2012","3.8",0,"a","Estatal"
"i9",24,"2012","5.1",0,"a","Estatal"
"i9",25,"2012","1.7",0,"a","Estatal"
"i9",26,"2012","1.9",0,"a","Estatal"
"i9",27,"2012","4.7",0,"a","Estatal"
"i9",28,"2012","1.3",0,"a","Estatal"
"i9",29,"2012","3.6",0,"a","Estatal"
"i9",30,"2012","3.8",0,"a","Estatal"
"i9",31,"2012","1.5",0,"a","Estatal"
"i9",32,"2012","8.1",0,"a","Estatal"
"i12",1,"2010","20.2",0,"a","Estatal"
"i12",2,"2010","16.4",0,"a","Estatal"
"i12",3,"2010","26",0,"a","Estatal"
"i12",4,"2010","31.2",0,"a","Estatal"
"i12",5,"2010","20.8",0,"a","Estatal"
"i12",6,"2010","19.9",0,"a","Estatal"
"i12",7,"2010","30.3",0,"a","Estatal"
"i12",8,"2010","17.7",0,"a","Estatal"
"i12",9,"2010","15.5",0,"a","Estatal"
"i12",10,"2010","20.3",0,"a","Estatal"
"i12",11,"2010","23.7",0,"a","Estatal"
"i12",12,"2010","42.7",0,"a","Estatal"
"i12",13,"2010","29",0,"a","Estatal"
"i12",14,"2010","22",0,"a","Estatal"
"i12",15,"2010","31.6",0,"a","Estatal"
"i12",16,"2010","28.8",0,"a","Estatal"
"i12",17,"2010","22",0,"a","Estatal"
"i12",18,"2010","23.6",0,"a","Estatal"
"i12",19,"2010","15.7",0,"a","Estatal"
"i12",20,"2010","26.4",0,"a","Estatal"
"i12",21,"2010","27.6",0,"a","Estatal"
"i12",22,"2010","21.3",0,"a","Estatal"
"i12",23,"2010","21.8",0,"a","Estatal"
"i12",24,"2010","30.1",0,"a","Estatal"
"i12",25,"2010","24.5",0,"a","Estatal"
"i12",26,"2010","25.8",0,"a","Estatal"
"i12",27,"2010","33.3",0,"a","Estatal"
"i12",28,"2010","13.6",0,"a","Estatal"
"i12",29,"2010","24.1",0,"a","Estatal"
"i12",30,"2010","26.1",0,"a","Estatal"
"i12",31,"2010","21.4",0,"a","Estatal"
"i12",32,"2010","24.9",0,"a","Estatal"
"i12",0,"2010","24.8",0,"a","Nacional"
"i12",1,"2012","21.5",0,"a","Estatal"
"i12",2,"2012","15.2",0,"a","Estatal"
"i12",3,"2012","21.9",0,"a","Estatal"
"i12",4,"2012","18.7",0,"a","Estatal"
"i12",5,"2012","21.2",0,"a","Estatal"
"i12",6,"2012","22.3",0,"a","Estatal"
"i12",7,"2012","24.7",0,"a","Estatal"
"i12",8,"2012","18.4",0,"a","Estatal"
"i12",9,"2012","13",0,"a","Estatal"
"i12",10,"2012","21.4",0,"a","Estatal"
"i12",11,"2012","28.5",0,"a","Estatal"
"i12",12,"2012","39.4",0,"a","Estatal"
"i12",13,"2012","25",0,"a","Estatal"
"i12",14,"2012","20.6",0,"a","Estatal"
"i12",15,"2012","17.7",0,"a","Estatal"
"i12",16,"2012","32.2",0,"a","Estatal"
"i12",17,"2012","30.7",0,"a","Estatal"
"i12",18,"2012","28.8",0,"a","Estatal"
"i12",19,"2012","17.6",0,"a","Estatal"
"i12",20,"2012","31.7",0,"a","Estatal"
"i12",21,"2012","30.1",0,"a","Estatal"
"i12",22,"2012","19.8",0,"a","Estatal"
"i12",23,"2012","18.6",0,"a","Estatal"
"i12",24,"2012","24.7",0,"a","Estatal"
"i12",25,"2012","25.9",0,"a","Estatal"
"i12",26,"2012","26",0,"a","Estatal"
"i12",27,"2012","33.4",0,"a","Estatal"
"i12",28,"2012","19.2",0,"a","Estatal"
"i12",29,"2012","28.4",0,"a","Estatal"
"i12",30,"2012","28.2",0,"a","Estatal"
"i12",31,"2012","25.1",0,"a","Estatal"
"i12",32,"2012","22.3",0,"a","Estatal"
"i12",0,"2012","23.3",0,"a","Nacional"
"i13",1,"2010","17.2",0,"a","Estatal"
"i13",2,"2010","16.9",0,"a","Estatal"
"i13",3,"2010","16.9",0,"a","Estatal"
"i13",4,"2010","24.1",0,"a","Estatal"
"i13",5,"2010","12.2",0,"a","Estatal"
"i13",6,"2010","18.8",0,"a","Estatal"
"i13",7,"2010","35",0,"a","Estatal"
"i13",8,"2010","17.5",0,"a","Estatal"
"i13",9,"2010","9.5",0,"a","Estatal"
"i13",10,"2010","19",0,"a","Estatal"
"i13",11,"2010","23.6",0,"a","Estatal"
"i13",12,"2010","28.4",0,"a","Estatal"
"i13",13,"2010","23.4",0,"a","Estatal"
"i13",14,"2010","20.6",0,"a","Estatal"
"i13",15,"2010","18.5",0,"a","Estatal"
"i13",16,"2010","30.6",0,"a","Estatal"
"i13",17,"2010","19.3",0,"a","Estatal"
"i13",18,"2010","20.2",0,"a","Estatal"
"i13",19,"2010","13.1",0,"a","Estatal"
"i13",20,"2010","30",0,"a","Estatal"
"i13",21,"2010","25.3",0,"a","Estatal"
"i13",22,"2010","19.5",0,"a","Estatal"
"i13",23,"2010","18.3",0,"a","Estatal"
"i13",24,"2010","22.2",0,"a","Estatal"
"i13",25,"2010","19.3",0,"a","Estatal"
"i13",26,"2010","14",0,"a","Estatal"
"i13",27,"2010","19.8",0,"a","Estatal"
"i13",28,"2010","14.4",0,"a","Estatal"
"i13",29,"2010","15.6",0,"a","Estatal"
"i13",30,"2010","25.8",0,"a","Estatal"
"i13",31,"2010","24.7",0,"a","Estatal"
"i13",32,"2010","22.9",0,"a","Estatal"
"i13",0,"2010","20.7",0,"a","Nacional"
"i13",1,"2012","15.3",0,"a","Estatal"
"i13",2,"2012","14.6",0,"a","Estatal"
"i13",3,"2012","15.7",0,"a","Estatal"
"i13",4,"2012","19.2",0,"a","Estatal"
"i13",5,"2012","12.5",0,"a","Estatal"
"i13",6,"2012","18.8",0,"a","Estatal"
"i13",7,"2012","33.5",0,"a","Estatal"
"i13",8,"2012","16.1",0,"a","Estatal"
"i13",9,"2012","9.2",0,"a","Estatal"
"i13",10,"2012","16.1",0,"a","Estatal"
"i13",11,"2012","23.9",0,"a","Estatal"
"i13",12,"2012","26.8",0,"a","Estatal"
"i13",13,"2012","20.6",0,"a","Estatal"
"i13",14,"2012","18.4",0,"a","Estatal"
"i13",15,"2012","15.4",0,"a","Estatal"
"i13",16,"2012","26.1",0,"a","Estatal"
"i13",17,"2012","19.2",0,"a","Estatal"
"i13",18,"2012","19.3",0,"a","Estatal"
"i13",19,"2012","12.7",0,"a","Estatal"
"i13",20,"2012","27.7",0,"a","Estatal"
"i13",21,"2012","24.1",0,"a","Estatal"
"i13",22,"2012","17.5",0,"a","Estatal"
"i13",23,"2012","17.6",0,"a","Estatal"
"i13",24,"2012","21.2",0,"a","Estatal"
"i13",25,"2012","18.4",0,"a","Estatal"
"i13",26,"2012","13.6",0,"a","Estatal"
"i13",27,"2012","19.1",0,"a","Estatal"
"i13",28,"2012","15.5",0,"a","Estatal"
"i13",29,"2012","15.8",0,"a","Estatal"
"i13",30,"2012","25.8",0,"a","Estatal"
"i13",31,"2012","23.4",0,"a","Estatal"
"i13",32,"2012","21.1",0,"a","Estatal"
"i13",0,"2012","19.2",0,"a","Nacional"
"i14",1,"2010","0.507",0,"a","Estatal"
"i14",2,"2010","0.506",0,"a","Estatal"
"i14",3,"2010","0.485",0,"a","Estatal"
"i14",4,"2010","0.514",0,"a","Estatal"
"i14",5,"2010","0.476",0,"a","Estatal"
"i14",6,"2010","0.42",0,"a","Estatal"
"i14",7,"2010","0.541",0,"a","Estatal"
"i14",8,"2010","0.473",0,"a","Estatal"
"i14",9,"2010","0.517",0,"a","Estatal"
"i14",10,"2010","0.47",0,"a","Estatal"
"i14",11,"2010","0.433",0,"a","Estatal"
"i14",12,"2010","0.516",0,"a","Estatal"
"i14",13,"2010","0.465",0,"a","Estatal"
"i14",14,"2010","0.461",0,"a","Estatal"
"i14",15,"2010","0.468",0,"a","Estatal"
"i14",16,"2010","0.489",0,"a","Estatal"
"i14",17,"2010","0.42",0,"a","Estatal"
"i14",18,"2010","0.488",0,"a","Estatal"
"i14",19,"2010","0.498",0,"a","Estatal"
"i14",20,"2010","0.509",0,"a","Estatal"
"i14",21,"2010","0.481",0,"a","Estatal"
"i14",22,"2010","0.487",0,"a","Estatal"
"i14",23,"2010","0.477",0,"a","Estatal"
"i14",24,"2010","0.507",0,"a","Estatal"
"i14",25,"2010","0.466",0,"a","Estatal"
"i14",26,"2010","0.479",0,"a","Estatal"
"i14",27,"2010","0.478",0,"a","Estatal"
"i14",28,"2010","0.449",0,"a","Estatal"
"i14",29,"2010","0.425",0,"a","Estatal"
"i14",30,"2010","0.533",0,"a","Estatal"
"i14",31,"2010","0.462",0,"a","Estatal"
"i14",32,"2010","0.521",0,"a","Estatal"
"i14",0,"2010","0.509",0,"a","Nacional"
"i14",1,"2012","0.479",0,"a","Estatal"
"i14",2,"2012","0.465",0,"a","Estatal"
"i14",3,"2012","0.493",0,"a","Estatal"
"i14",4,"2012","0.533",0,"a","Estatal"
"i14",5,"2012","0.464",0,"a","Estatal"
"i14",6,"2012","0.445",0,"a","Estatal"
"i14",7,"2012","0.535",0,"a","Estatal"
"i14",8,"2012","0.5",0,"a","Estatal"
"i14",9,"2012","0.457",0,"a","Estatal"
"i14",10,"2012","0.499",0,"a","Estatal"
"i14",11,"2012","0.463",0,"a","Estatal"
"i14",12,"2012","0.533",0,"a","Estatal"
"i14",13,"2012","0.48",0,"a","Estatal"
"i14",14,"2012","0.473",0,"a","Estatal"
"i14",15,"2012","0.47",0,"a","Estatal"
"i14",16,"2012","0.472",0,"a","Estatal"
"i14",17,"2012","0.433",0,"a","Estatal"
"i14",18,"2012","0.498",0,"a","Estatal"
"i14",19,"2012","0.485",0,"a","Estatal"
"i14",20,"2012","0.511",0,"a","Estatal"
"i14",21,"2012","0.485",0,"a","Estatal"
"i14",22,"2012","0.503",0,"a","Estatal"
"i14",23,"2012","0.477",0,"a","Estatal"
"i14",24,"2012","0.492",0,"a","Estatal"
"i14",25,"2012","0.466",0,"a","Estatal"
"i14",26,"2012","0.477",0,"a","Estatal"
"i14",27,"2012","0.516",0,"a","Estatal"
"i14",28,"2012","0.466",0,"a","Estatal"
"i14",29,"2012","0.42",0,"a","Estatal"
"i14",30,"2012","0.493",0,"a","Estatal"
"i14",31,"2012","0.461",0,"a","Estatal"
"i14",32,"2012","0.526",0,"a","Estatal"
"i14",0,"2012","0.498",0,"a","Nacional"
"i15",1,"2010","0.12",0,"a","Estatal"
"i15",2,"2010","0.11",0,"a","Estatal"
"i15",3,"2010","0.12",0,"a","Estatal"
"i15",4,"2010","0.23",0,"a","Estatal"
"i15",5,"2010","0.09",0,"a","Estatal"
"i15",6,"2010","0.12",0,"a","Estatal"
"i15",7,"2010","0.41",0,"a","Estatal"
"i15",8,"2010","0.14",0,"a","Estatal"
"i15",9,"2010","0.1",0,"a","Estatal"
"i15",10,"2010","0.19",0,"a","Estatal"
"i15",11,"2010","0.19",0,"a","Estatal"
"i15",12,"2010","0.38",0,"a","Estatal"
"i15",13,"2010","0.24",0,"a","Estatal"
"i15",14,"2010","0.14",0,"a","Estatal"
"i15",15,"2010","0.18",0,"a","Estatal"
"i15",16,"2010","0.26",0,"a","Estatal"
"i15",17,"2010","0.17",0,"a","Estatal"
"i15",18,"2010","0.16",0,"a","Estatal"
"i15",19,"2010","0.07",0,"a","Estatal"
"i15",20,"2010","0.36",0,"a","Estatal"
"i15",21,"2010","0.29",0,"a","Estatal"
"i15",22,"2010","0.15",0,"a","Estatal"
"i15",23,"2010","0.14",0,"a","Estatal"
"i15",24,"2010","0.23",0,"a","Estatal"
"i15",25,"2010","0.14",0,"a","Estatal"
"i15",26,"2010","0.13",0,"a","Estatal"
"i15",27,"2010","0.25",0,"a","Estatal"
"i15",28,"2010","0.14",0,"a","Estatal"
"i15",29,"2010","0.22",0,"a","Estatal"
"i15",30,"2010","0.28",0,"a","Estatal"
"i15",31,"2010","0.22",0,"a","Estatal"
"i15",32,"2010","0.22",0,"a","Estatal"
"i15",0,"2010","0.2",0,"a","Nacional"
"i15",1,"2012","0.12",0,"a","Estatal"
"i15",2,"2012","0.1",0,"a","Estatal"
"i15",3,"2012","0.11",0,"a","Estatal"
"i15",4,"2012","0.18",0,"a","Estatal"
"i15",5,"2012","0.09",0,"a","Estatal"
"i15",6,"2012","0.12",0,"a","Estatal"
"i15",7,"2012","0.36",0,"a","Estatal"
"i15",8,"2012","0.11",0,"a","Estatal"
"i15",9,"2012","0.09",0,"a","Estatal"
"i15",10,"2012","0.17",0,"a","Estatal"
"i15",11,"2012","0.16",0,"a","Estatal"
"i15",12,"2012","0.35",0,"a","Estatal"
"i15",13,"2012","0.2",0,"a","Estatal"
"i15",14,"2012","0.14",0,"a","Estatal"
"i15",15,"2012","0.15",0,"a","Estatal"
"i15",16,"2012","0.24",0,"a","Estatal"
"i15",17,"2012","0.17",0,"a","Estatal"
"i15",18,"2012","0.19",0,"a","Estatal"
"i15",19,"2012","0.08",0,"a","Estatal"
"i15",20,"2012","0.3",0,"a","Estatal"
"i15",21,"2012","0.28",0,"a","Estatal"
"i15",22,"2012","0.13",0,"a","Estatal"
"i15",23,"2012","0.15",0,"a","Estatal"
"i15",24,"2012","0.2",0,"a","Estatal"
"i15",25,"2012","0.13",0,"a","Estatal"
"i15",26,"2012","0.11",0,"a","Estatal"
"i15",27,"2012","0.23",0,"a","Estatal"
"i15",28,"2012","0.13",0,"a","Estatal"
"i15",29,"2012","0.21",0,"a","Estatal"
"i15",30,"2012","0.24",0,"a","Estatal"
"i15",31,"2012","0.22",0,"a","Estatal"
"i15",32,"2012","0.18",0,"a","Estatal"
"i15",0,"2012","0.18",0,"a","Nacional"
"i16",1,"2010","1.9",0,"a","Estatal"
"i16",2,"2010","2.2",0,"a","Estatal"
"i16",3,"2010","2.3",0,"a","Estatal"
"i16",4,"2010","2.8",0,"a","Estatal"
"i16",5,"2010","1.9",0,"a","Estatal"
"i16",6,"2010","2.2",0,"a","Estatal"
"i16",7,"2010","3.2",0,"a","Estatal"
"i16",8,"2010","2.1",0,"a","Estatal"
"i16",9,"2010","2.1",0,"a","Estatal"
"i16",10,"2010","2.3",0,"a","Estatal"
"i16",11,"2010","2.4",0,"a","Estatal"
"i16",12,"2010","3.4",0,"a","Estatal"
"i16",13,"2010","2.6",0,"a","Estatal"
"i16",14,"2010","2.3",0,"a","Estatal"
"i16",15,"2010","2.5",0,"a","Estatal"
"i16",16,"2010","2.8",0,"a","Estatal"
"i16",17,"2010","2.4",0,"a","Estatal"
"i16",18,"2010","2.3",0,"a","Estatal"
"i16",19,"2010","2",0,"a","Estatal"
"i16",20,"2010","3.2",0,"a","Estatal"
"i16",21,"2010","2.8",0,"a","Estatal"
"i16",22,"2010","2.2",0,"a","Estatal"
"i16",23,"2010","2.4",0,"a","Estatal"
"i16",24,"2010","2.6",0,"a","Estatal"
"i16",25,"2010","2.2",0,"a","Estatal"
"i16",26,"2010","2.4",0,"a","Estatal"
"i16",27,"2010","2.7",0,"a","Estatal"
"i16",28,"2010","2.1",0,"a","Estatal"
"i16",29,"2010","2.2",0,"a","Estatal"
"i16",30,"2010","2.9",0,"a","Estatal"
"i16",31,"2010","2.7",0,"a","Estatal"
"i16",32,"2010","2.2",0,"a","Estatal"
"i16",0,"2010","2.6",0,"a","Nacional"
"i16",1,"2012","1.8",0,"a","Estatal"
"i16",2,"2012","1.9",0,"a","Estatal"
"i16",3,"2012","2.1",0,"a","Estatal"
